Description from OCISG 	Log2(Fold Change) from OCISG 	Type I IFN in human fibroblast cells(Main Label)	Type I IFN systems	Type II IFN systems	Type III IFN systems	HGNC ID	RefSeqAcc	RefSeq	Canonical transcript	Approved symbol	NCBI gene ID	Ensembl gene ID
Up_regulated	3.34	Refined ISG	ISG	ISG	Other	HGNC:14545	NM_001139488	NP_001132960	ENST00000403687	RASGRP3	25780	ENSG00000152689
Up_regulated	1.58	Refined ISG	ISG	Other	Other	HGNC:28899	NM_180989	NP_851320	ENST00000376958	GPR180	160897	ENSG00000152749
Not_differentially_expressed	0.21	Refined nonISG	Other	Other	Other	HGNC:14217	NM_018401	NP_060871	ENST00000282908	STK32B	55351	ENSG00000152953
Up_regulated	0.8	Refined ISG	ISG	ISG	Other	HGNC:7981	NM_006186	NP_006177	ENST00000339562	NR4A2	4929	ENSG00000153234
Not_differentially_expressed	-0.17	Refined nonISG	NonISG	ISG	Other	HGNC:25718	NM_024830	NP_079106	ENST00000283415	LPCAT1	79888	ENSG00000153395
Not_differentially_expressed	-0.4	Refined nonISG	NonISG	NonISG	Other	HGNC:18956	NM_145043	NP_659480	ENST00000284503	NEIL2	252969	ENSG00000154328
Up_regulated	0.62	Refined ISG	ISG	ISG	Other	HGNC:26302	NM_152271	NP_689484	ENST00000398246	LONRF1	91694	ENSG00000154359
Up_regulated	2.24	Refined ISG	ISG	ISG	NonISG	HGNC:16459	NM_001100420	NP_001093890	ENST00000284881	C21orf91	54149	ENSG00000154642
Not_differentially_expressed	-0.05	Refined nonISG	NonISG	Other	Other	HGNC:28233	NM_052855	NP_443087	ENST00000285243	ANKRD40	91369	ENSG00000154945
Not_differentially_expressed	-0.05	Refined nonISG	NonISG	ISG	Other	HGNC:20582	NM_183075	NP_898898	ENST00000332884	CYP2U1	113612	ENSG00000155016
Up_regulated	0.79	Refined ISG	ISG	Other	Other	HGNC:11810	NM_005655	NP_005646	ENST00000285407	KLF10	7071	ENSG00000155090
Up_regulated	0.57	Refined ISG	Other	Other	Other	HGNC:25452	NM_018710	NP_061180	ENST00000285419	PIP4P2	55529	ENSG00000155099
Up_regulated	2.92	Refined ISG	Other	Other	Other	HGNC:23472	NM_031212	NP_112489	ENST00000370495	SLC25A28	81894	ENSG00000155287
Not_differentially_expressed	0.06	Refined nonISG	Other	Other	Other	HGNC:4571	NM_000827	NP_000818	ENST00000285900	GRIA1	2890	ENSG00000155511
Up_regulated	5.04	Refined ISG	ISG	Other	Other	HGNC:30034	NM_152309	NP_689522	ENST00000339364	PIK3AP1	118788	ENSG00000155629
Not_differentially_expressed	-0.18	Refined nonISG	Other	Other	Other	HGNC:12662	NM_003372	NP_003363	ENST00000286428	VBP1	7411	ENSG00000155959
Up_regulated	0.71	Refined ISG	ISG	ISG	Other	HGNC:2063	NM_001289	NP_001280	ENST00000369449	CLIC2	1193	ENSG00000155962
Not_differentially_expressed	-0.29	Refined nonISG	NonISG	Other	Other	HGNC:19854	NM_152445	NP_689658	ENST00000286544	FAM161B	145483	ENSG00000156050
Up_regulated	1.08	Refined ISG	Other	Other	Other	HGNC:30493	NM_001080435	NP_001073904	ENST00000286760	WHAMM	123720	ENSG00000156232
Up_regulated	2.54	Refined ISG	Other	Other	Other	HGNC:12490	NM_004223	NP_004214	ENST00000287156	UBE2L6	9246	ENSG00000156587
Not_differentially_expressed	-0.14	Refined nonISG	NonISG	NonISG	NonISG	HGNC:6875	NM_002754	NP_002745	ENST00000211287	MAPK13	5603	ENSG00000156711
Up_regulated	0.54	Refined ISG	ISG	Other	Other	HGNC:16731	NM_058229	NP_478136	ENST00000517956	FBXO32	114907	ENSG00000156804
Not_differentially_expressed	0.02	Refined nonISG	NonISG	NonISG	Other	HGNC:16985	NM_021004	NP_066284	ENST00000313250	DHRS4	10901	ENSG00000157326
Up_regulated	1.4	Refined ISG	ISG	ISG	Other	HGNC:3489	NM_005239	NP_005230	ENST00000360938	ETS2	2114	ENSG00000157557
Up_regulated	9.89	Refined ISG	ISG	ISG	ISG	HGNC:7532	NM_002462	NP_002453	ENST00000398598	MX1	4599	ENSG00000157601
Up_regulated	1.17	Refined ISG	ISG	ISG	Other	HGNC:24513	NM_153045	NP_694590	ENST00000288502	TMEM268	203197	ENSG00000157693
Not_differentially_expressed	-0.24	Refined nonISG	Other	Other	Other	HGNC:21931	NM_173569	NP_775840	ENST00000473989	UBN2	254048	ENSG00000157741
Up_regulated	1.04	Refined ISG	Other	Other	Other	HGNC:20651	NM_207113	NP_996996	ENST00000326232	SLC37A3	84255	ENSG00000157800
Up_regulated	0.94	Refined ISG	ISG	Other	Other	HGNC:14053	NM_022061	NP_071344	ENST00000288937	MRPL17	63875	ENSG00000158042
Not_differentially_expressed	-0.15	Refined nonISG	Other	Other	Other	HGNC:27007	NM_182752	NP_877429	ENST00000378344	TPRG1L	127262	ENSG00000158109
Up_regulated	1.02	Refined ISG	ISG	ISG	Other	HGNC:16881	NM_153698	NP_714542	ENST00000375234	PRXL2C	195827	ENSG00000158122
Up_regulated	0.7	Refined ISG	ISG	Other	NonISG	HGNC:26551	NM_173543	NP_775814	ENST00000327532	DZIP1L	199221	ENSG00000158163
Down_regulated (IRG)	-0.56	Refined nonISG	NonISG	ISG	Other	HGNC:24295	NM_031913	NP_114119	ENST00000389567	ESYT3	83850	ENSG00000158220
Up_regulated	1.11	Refined ISG	ISG	ISG	Other	HGNC:14262	NM_015570	NP_056385	ENST00000342771	AUTS2	26053	ENSG00000158321
Up_regulated	3.72	Refined ISG	Other	Other	Other	HGNC:28743	NM_178562	NP_848657	ENST00000486685	TSPAN33	340348	ENSG00000158457
Not_differentially_expressed	0.14	Refined nonISG	NonISG	Other	Other	HGNC:28856	NM_178841	NP_849163	ENST00000312838	RNF166	115992	ENSG00000158717
Up_regulated	1.23	Refined ISG	Other	Other	Other	HGNC:12593	NM_007122	NP_009053	ENST00000368021	USF1	7391	ENSG00000158773
Not_differentially_expressed	0.09	Refined nonISG	NonISG	Other	Other	HGNC:7828	NM_005600	NP_005591	ENST00000368009	NIT1	4817	ENSG00000158793
Up_regulated	0.55	Refined ISG	Other	Other	Other	HGNC:25847	NM_023079	NP_075567	ENST00000360943	UBE2Z	65264	ENSG00000159202
Not_differentially_expressed	0.1	Refined nonISG	NonISG	Other	Other	HGNC:28866	NM_006546	NP_006537	ENST00000290341	IGF2BP1	10642	ENSG00000159217
Up_regulated	0.77	Refined ISG	ISG	ISG	NonISG	HGNC:1548	NM_001757	NP_001748	ENST00000290349	CBR1	873	ENSG00000159228
Up_regulated	1.51	Refined ISG	ISG	ISG	NonISG	HGNC:1549	NM_001236	NP_001227	ENST00000290354	CBR3	874	ENSG00000159231
Up_regulated	0.66	Refined ISG	ISG	ISG	Other	HGNC:23572	NM_015358	NP_056173	ENST00000400485	MORC3	23515	ENSG00000159256
Up_regulated	0.45	Refined ISG	ISG	ISG	Other	HGNC:1246	NM_001733	NP_001724	ENST00000647956	C1R	715	ENSG00000159403
Not_differentially_expressed	0.3	Refined nonISG	Other	Other	Other	HGNC:11253	NM_012445	NP_036577	ENST00000290902	SPON2	10417	ENSG00000159674
Up_regulated	1.98	Refined ISG	ISG	ISG	Other	HGNC:26397	NM_001031749	NP_001026919	ENST00000377950	LYPD5	284348	ENSG00000159871
Up_regulated	1.21	Refined ISG	ISG	Other	NonISG	HGNC:26599	NM_173510	NP_775781	ENST00000249064	CCDC117	150275	ENSG00000159873
Not_differentially_expressed	0.07	Refined nonISG	NonISG	Other	Other	HGNC:4057	NM_001360016	NP_001346945	ENST00000393562	G6PD	2539	ENSG00000160211
Down_regulated (IRG)	-0.71	Refined nonISG	Other	Other	Other	HGNC:18785	NM_003683	NP_003674	ENST00000497547	RRP1	8568	ENSG00000160214
Not_differentially_expressed	-0.19	Refined nonISG	NonISG	Other	NonISG	HGNC:6946	NM_003906	NP_003897	ENST00000291688	MCM3AP	8888	ENSG00000160294
Down_regulated (IRG)	-0.65	Refined nonISG	NonISG	Other	Other	HGNC:19978	NM_001145971	NP_001139443	ENST00000415061	RDH13	112724	ENSG00000160439
Up_regulated	1.99	Refined ISG	ISG	ISG	ISG	HGNC:225	NM_001111	NP_001102	ENST00000368474	ADAR	103	ENSG00000160710
Not_differentially_expressed	-0.02	Refined nonISG	NonISG	Other	Other	HGNC:24225	NM_017527	NP_059997	ENST00000292430	LY6K	54742	ENSG00000160886
Up_regulated	2.18	Refined ISG	ISG	ISG	Other	HGNC:28871	NM_004907	NP_004898	ENST00000292433	IER2	9592	ENSG00000160888
Not_differentially_expressed	0.13	Refined nonISG	NonISG	Other	Other	HGNC:7048	NM_014275	NP_055090	ENST00000292591	MGAT4B	11282	ENSG00000161013
Not_differentially_expressed	-0.14	Refined nonISG	Other	Other	Other	HGNC:30480	NM_198475	NP_940877	ENST00000293443	FAM171A2	284069	ENSG00000161682
Up_regulated	1.19	Refined ISG	ISG	Other	Other	HGNC:17883	NM_145663	NP_663696	ENST00000315005	DBF4B	80174	ENSG00000161692
Down_regulated (IRG)	-1.22	Refined nonISG	NonISG	Other	NonISG	HGNC:18707	NM_181711	NP_859062	ENST00000293662	TAMALIN	160622	ENSG00000161835
Not_differentially_expressed	0.14	Refined nonISG	NonISG	Other	NonISG	HGNC:32687	NM_001001683	NP_001001683	ENST00000293777	MED11	400569	ENSG00000161920
Not_differentially_expressed	0	Refined nonISG	Other	Other	Other	HGNC:17862	NM_015670	NP_056485	ENST00000321337	SENP3	26168	ENSG00000161956
Not_differentially_expressed	-0.29	Refined nonISG	NonISG	Other	NonISG	HGNC:9377	NM_006252	NP_006243	ENST00000371244	PRKAA2	5563	ENSG00000162409
Not_differentially_expressed	0.23	Refined nonISG	NonISG	ISG	Other	HGNC:29041	NM_014851	NP_055666	ENST00000377658	KLHL21	9903	ENSG00000162413
Up_regulated	0.88	Refined ISG	ISG	ISG	NonISG	HGNC:363	NM_013410	NP_037542	ENST00000327299	AK4	205	ENSG00000162433
Not_differentially_expressed	0.04	Refined nonISG	NonISG	ISG	Other	HGNC:3232	NM_001409	NP_001400	ENST00000356575	MEGF6	1953	ENSG00000162591
Up_regulated	3.67	Refined ISG	ISG	ISG	Other	HGNC:4183	NM_004120	NP_004111	ENST00000370466	GBP2	2634	ENSG00000162645
Up_regulated	3.59	Refined ISG	ISG	ISG	ISG	HGNC:785	NM_001674	NP_001665	ENST00000341491	ATF3	467	ENSG00000162772
Up_regulated	1.52	Refined ISG	ISG	ISG	Other	HGNC:26192	NM_024901	NP_079177	ENST00000357640	DENND2D	79961	ENSG00000162777
Up_regulated	0.56	Refined ISG	ISG	Other	Other	HGNC:26512	NM_144695	NP_653296	ENST00000340934	BROX	148362	ENSG00000162819
Up_regulated	1.49	Refined ISG	ISG	Other	NonISG	HGNC:20743	NM_145175	NP_660158	ENST00000295092	LRATD1	151354	ENSG00000162981
Not_differentially_expressed	-0.46	Refined nonISG	NonISG	NonISG	NonISG	HGNC:29797	NM_138285	NP_612142	ENST00000295119	NUP35	129401	ENSG00000163002
Down_regulated (IRG)	-0.91	Refined nonISG	NonISG	Other	NonISG	HGNC:26157	NM_025203	NP_079479	ENST00000295148	WDCP	80304	ENSG00000163026
Not_differentially_expressed	-0.03	Refined nonISG	Other	Other	Other	HGNC:29579	NM_145263	NP_660306	ENST00000295213	SPATA18	132671	ENSG00000163071
Up_regulated	2.03	Refined ISG	ISG	ISG	Other	HGNC:7391	NM_002448	NP_002439	ENST00000382723	MSX1	4487	ENSG00000163132
Up_regulated	1.52	Refined ISG	ISG	ISG	NonISG	HGNC:23137	NM_173647	NP_775918	ENST00000295317	RNF149	284996	ENSG00000163162
Up_regulated	2.64	Refined ISG	ISG	ISG	Other	HGNC:4043	NM_003468	NP_003459	ENST00000295417	FZD5	7855	ENSG00000163251
Not_differentially_expressed	-0.27	Refined nonISG	NonISG	NonISG	NonISG	HGNC:21526	NM_138335	NP_612208	ENST00000295448	GNPDA2	132789	ENSG00000163281
Up_regulated	1.13	Refined ISG	ISG	ISG	Other	HGNC:21732	NM_058172	NP_477520	ENST00000403729	ANTXR2	118429	ENSG00000163297
Up_regulated	0.4	Refined ISG	ISG	ISG	Other	HGNC:1888	NM_001008390	NP_001008391	ENST00000482016	CGGBP1	8545	ENSG00000163320
Not_differentially_expressed	-0.07	Refined nonISG	Other	Other	Other	HGNC:20173	NM_138391	NP_612400	ENST00000367242	TMEM183A	92703	ENSG00000163444
Not_differentially_expressed	-0.4	Refined nonISG	Other	Other	Other	HGNC:19019	NM_025058	NP_079334	ENST00000334634	TRIM46	80128	ENSG00000163462
Not_differentially_expressed	-0.3	Refined nonISG	NonISG	Other	NonISG	HGNC:1616	NM_005998	NP_005989	ENST00000295688	CCT3	7203	ENSG00000163468
Up_regulated	0.62	Refined ISG	ISG	ISG	Other	HGNC:24002	NM_022461	NP_071906	ENST00000479665	AZI2	64343	ENSG00000163512
Up_regulated	6.4	Refined ISG	ISG	ISG	NonISG	HGNC:357	NM_004833	NP_004824	ENST00000368130	AIM2	9447	ENSG00000163568
Up_regulated	4.21	Refined ISG	ISG	ISG	Other	HGNC:25415	NM_152542	NP_689755	ENST00000608933	PPM1K	152926	ENSG00000163644
Up_regulated	0.83	Refined ISG	Other	Other	Other	HGNC:27321	NM_174921	NP_777581	ENST00000295958	SMIM14	201895	ENSG00000163683
Not_differentially_expressed	-0.1	Refined nonISG	Other	Other	Other	HGNC:17008	NM_007027	NP_008958	ENST00000260810	TOPBP1	11073	ENSG00000163781
Not_differentially_expressed	-0.42	Refined nonISG	NonISG	NonISG	Other	HGNC:17273	NM_020242	NP_064627	ENST00000326047	KIF15	56992	ENSG00000163808
Up_regulated	1.69	Refined ISG	ISG	ISG	Other	HGNC:1602	NM_001295	NP_001286	ENST00000296140	CCR1	1230	ENSG00000163823
Up_regulated	1.61	Refined ISG	Other	Other	Other	HGNC:25489	NM_018023	NP_060493	ENST00000305135	YEATS2	55689	ENSG00000163872
Up_regulated	1.21	Refined ISG	Other	Other	Other	HGNC:20255	NM_016329	NP_057413	ENST00000394752	SFMBT1	51460	ENSG00000163935
Not_differentially_expressed	-0.02	Refined nonISG	NonISG	Other	Other	HGNC:15789	NM_015143	NP_055958	ENST00000296411	METAP1	23173	ENSG00000164024
Up_regulated	0.54	Refined ISG	Other	Other	Other	HGNC:25143	NM_178833	NP_849155	ENST00000394785	SLC9B2	133308	ENSG00000164038
Not_differentially_expressed	-0.44	Refined nonISG	NonISG	Other	NonISG	HGNC:24488	NM_015426	NP_056241	ENST00000296484	POC1A	25886	ENSG00000164087
Up_regulated	2.83	Refined ISG	ISG	ISG	Other	HGNC:5977	NM_000585	NP_000576	ENST00000320650	IL15	3600	ENSG00000164136
Down_regulated (IRG)	-0.74	Refined nonISG	NonISG	ISG	NonISG	HGNC:69	NM_002940	NP_002931	ENST00000296577	ABCE1	6059	ENSG00000164163
Up_regulated	1.7	Refined ISG	ISG	ISG	Other	HGNC:24949	NM_001366057	NP_001352986	ENST00000447906	OTUD4	54726	ENSG00000164164
Up_regulated	1.63	Refined ISG	Other	Other	Other	HGNC:18058	NM_139164	NP_631903	ENST00000296632	STARD4	134429	ENSG00000164211
Up_regulated	0.82	Refined ISG	ISG	ISG	Other	HGNC:1504	NM_004346	NP_004337	ENST00000308394	CASP3	836	ENSG00000164305
Up_regulated	1.04	Refined ISG	ISG	ISG	Other	HGNC:18173	NM_001040458	NP_001035548	ENST00000443439	ERAP1	51752	ENSG00000164307
Up_regulated	0.65	Refined ISG	ISG	ISG	Other	HGNC:14305	NM_153610	NP_705838	ENST00000446378	CMYA5	202333	ENSG00000164309
Up_regulated	0.51	Refined ISG	Other	Other	Other	HGNC:16645	NM_013293	NP_037425	ENST00000297071	TRA2A	29896	ENSG00000164548
Not_differentially_expressed	0	Refined nonISG	NonISG	NonISG	Other	HGNC:1471	NM_001745	NP_001736	ENST00000297156	CAMLG	819	ENSG00000164615
Up_regulated	0.53	Refined ISG	Other	Other	Other	HGNC:11378	NM_012449	NP_036581	ENST00000297205	STEAP1	26872	ENSG00000164647
Not_differentially_expressed	-0.1	Refined nonISG	NonISG	NonISG	Other	HGNC:21184	NM_032532	NP_115921	ENST00000297267	FNDC1	84624	ENSG00000164694
Not_differentially_expressed	-0.28	Refined nonISG	NonISG	Other	NonISG	HGNC:26345	NM_001007090	NP_001007091	ENST00000297324	C8orf48	157773	ENSG00000164743
Not_differentially_expressed	-0.11	Refined nonISG	Other	Other	Other	HGNC:18587	NM_001130965	NP_001124437	ENST00000401592	SUN1	23353	ENSG00000164828
Not_differentially_expressed	0.01	Refined nonISG	NonISG	Other	Other	HGNC:28984	NM_014846	NP_055661	ENST00000318410	WASHC5	9897	ENSG00000164961
Up_regulated	0.71	Refined ISG	ISG	ISG	Other	HGNC:7787	NM_005384	NP_005375	ENST00000297689	NFIL3	4783	ENSG00000165030
Not_differentially_expressed	-0.2	Refined nonISG	NonISG	Other	Other	HGNC:26724	NM_173551	NP_775822	ENST00000353234	ANKS6	203286	ENSG00000165138
Up_regulated	2.45	Refined ISG	ISG	ISG	Other	HGNC:26411	NM_001177479	NP_001170950	ENST00000373177	HDX	139324	ENSG00000165259
Not_differentially_expressed	0.25	Refined nonISG	Other	Other	Other	HGNC:26911	NM_153367	NP_699198	ENST00000372336	ZCCHC24	219654	ENSG00000165424
Not_differentially_expressed	-0.04	Refined nonISG	Other	Other	Other	HGNC:20262	NM_145061	NP_659498	ENST00000314759	SKA3	221150	ENSG00000165480
Up_regulated	1.29	Refined ISG	ISG	ISG	Other	HGNC:23355	NM_007021	NP_008952	ENST00000298295	DEPP1	11067	ENSG00000165507
Up_regulated	0.69	Refined ISG	ISG	Other	Other	HGNC:659	NM_001663	NP_001654	ENST00000298316	ARF6	382	ENSG00000165527
Not_differentially_expressed	-0.15	Refined nonISG	Other	Other	Other	HGNC:17303	NM_031923	NP_114129	ENST00000344293	TAF3	83860	ENSG00000165632
Down_regulated (IRG)	-0.65	Refined nonISG	Other	Other	Other	HGNC:21146	NM_138462	NP_612471	ENST00000298585	ZMYND19	116225	ENSG00000165724
Up_regulated	4.41	Refined ISG	ISG	ISG	Other	HGNC:9967	NM_020975	NP_066124	ENST00000355710	RET	5979	ENSG00000165731
Not_differentially_expressed	0.13	Refined nonISG	NonISG	Other	Other	HGNC:24925	NM_023934	NP_076423	ENST00000369498	FUNDC2	65991	ENSG00000165775
Not_differentially_expressed	0.06	Refined nonISG	Other	Other	Other	HGNC:26665	NM_152589	NP_689802	ENST00000298699	C12orf50	160419	ENSG00000165805
Not_differentially_expressed	0.08	Refined nonISG	NonISG	Other	NonISG	HGNC:17563	NM_019852	NP_062826	ENST00000298717	METTL3	56339	ENSG00000165819
Down_regulated (IRG)	-0.76	Refined nonISG	Other	Other	Other	HGNC:10526	NM_001364564	NP_001351493	ENST00000537235	SALL2	6297	ENSG00000165821
Down_regulated (IRG)	-0.84	Refined nonISG	NonISG	ISG	NonISG	HGNC:3944	NM_005479	NP_005470	ENST00000371021	FRAT1	10023	ENSG00000165879
Not_differentially_expressed	0.17	Refined nonISG	Other	Other	Other	HGNC:25683	NM_024954	NP_079230	ENST00000370664	UBTD1	80019	ENSG00000165886
Up_regulated	0.63	Refined ISG	Other	Other	Other	HGNC:19858	NM_001010854	NP_001010854	ENST00000328459	TTC7B	145567	ENSG00000165914
Up_regulated	1.86	Refined ISG	ISG	ISG	Other	HGNC:23052	NM_178815	NP_848930	ENST00000377275	ARL5B	221079	ENSG00000165997
Up_regulated	0.64	Refined ISG	ISG	ISG	Other	HGNC:23842	NM_145804	NP_665803	ENST00000435224	ABTB2	25841	ENSG00000166016
Not_differentially_expressed	0.19	Refined nonISG	NonISG	Other	Other	HGNC:17811	NM_130847	NP_570899	ENST00000433060	AMOTL1	154810	ENSG00000166025
Not_differentially_expressed	-0.07	Refined nonISG	NonISG	NonISG	Other	HGNC:9184	NM_001174084	NP_001167555	ENST00000370162	POLL	27343	ENSG00000166169
Not_differentially_expressed	-0.29	Refined nonISG	NonISG	NonISG	NonISG	HGNC:1615	NM_006431	NP_006422	ENST00000299300	CCT2	10576	ENSG00000166226
Not_differentially_expressed	-0.64	Refined nonISG	Other	Other	Other	HGNC:23532	NM_001114133	NP_001107605	ENST00000394810	SYNPO2L	79933	ENSG00000166317
Up_regulated	1.55	Refined ISG	Other	Other	Other	HGNC:28286	NM_144975	NP_659412	ENST00000299977	SLFN5	162394	ENSG00000166750
Not_differentially_expressed	0.46	Refined nonISG	NonISG	NonISG	NonISG	HGNC:13796	NM_001288980	NP_001275909	ENST00000620105	C18orf54	162681	ENSG00000166845
Up_regulated	0.52	Refined ISG	ISG	ISG	Other	HGNC:7627	NM_005967	NP_005958	ENST00000300131	NAB2	4665	ENSG00000166886
Up_regulated	0.81	Refined ISG	Other	Other	Other	HGNC:11368	NM_003153	NP_003144	ENST00000300134	STAT6	6778	ENSG00000166888
Up_regulated	1.57	Refined ISG	ISG	ISG	Other	HGNC:26721	NM_152716	NP_689929	ENST00000300146	PATL1	219988	ENSG00000166889
Up_regulated	0.43	Refined ISG	Other	Other	Other	HGNC:6769	NM_005902	NP_005893	ENST00000327367	SMAD3	4088	ENSG00000166949
Up_regulated	2.05	Refined ISG	ISG	ISG	Other	HGNC:7838	NM_006167	NP_006158	ENST00000380871	NKX3-1	4824	ENSG00000167034
Not_differentially_expressed	0.09	Refined nonISG	NonISG	Other	Other	HGNC:8634	NM_006195	NP_006186	ENST00000373489	PBX3	5090	ENSG00000167081
Not_differentially_expressed	-0.29	Refined nonISG	Other	Other	Other	HGNC:10998	NM_005094	NP_005085	ENST00000300456	SLC27A4	10999	ENSG00000167114
Not_differentially_expressed	0.3	Refined nonISG	NonISG	Other	Other	HGNC:23723	NM_016174	NP_057258	ENST00000372838	CERCAM	51148	ENSG00000167123
Not_differentially_expressed	-0.3	Refined nonISG	NonISG	Other	NonISG	HGNC:3346	NM_004435	NP_004426	ENST00000372642	ENDOG	2021	ENSG00000167136
Not_differentially_expressed	-0.07	Refined nonISG	NonISG	Other	Other	HGNC:83	NM_006111	NP_006102	ENST00000285093	ACAA2	10449	ENSG00000167315
Not_differentially_expressed	-0.38	Refined nonISG	NonISG	Other	Other	HGNC:24822	NM_022158	NP_071441	ENST00000300784	FN3K	64122	ENSG00000167363
Down_regulated (IRG)	-0.44	Refined nonISG	NonISG	Other	Other	HGNC:1910	NM_005483	NP_005474	ENST00000301280	CHAF1A	10036	ENSG00000167670
Not_differentially_expressed	-0.19	Refined nonISG	NonISG	Other	Other	HGNC:18008	NM_022463	NP_071908	ENST00000336868	NXN	64359	ENSG00000167693
Not_differentially_expressed	0.29	Refined nonISG	NonISG	Other	Other	HGNC:14163	NM_032039	NP_114428	ENST00000399932	FAM234A	83986	ENSG00000167930
Not_differentially_expressed	0.02	Refined nonISG	NonISG	Other	NonISG	HGNC:3976	NM_002032	NP_002023	ENST00000273550	FTH1	2495	ENSG00000167996
Not_differentially_expressed	0.02	Refined nonISG	NonISG	Other	Other	HGNC:23536	NM_005468	NP_005459	ENST00000358658	NAALADL1	10004	ENSG00000168060
Up_regulated	8.17	Refined ISG	ISG	ISG	ISG	HGNC:25163	NM_138456	NP_612465	ENST00000301887	BATF2	116071	ENSG00000168062
Not_differentially_expressed	0	Refined nonISG	NonISG	Other	Other	HGNC:21749	NM_006833	NP_006824	ENST00000303904	COPS6	10980	ENSG00000168090
Up_regulated	5.06	Refined ISG	ISG	ISG	Other	HGNC:30827	NM_001076778	NP_001070246	ENST00000360997	FAM107A	11170	ENSG00000168309
Up_regulated	2.9	Refined ISG	ISG	ISG	Other	HGNC:6117	NM_002199	NP_002190	ENST00000393593	IRF2	3660	ENSG00000168310
Not_differentially_expressed	-0.25	Refined nonISG	NonISG	Other	Other	HGNC:655	NM_001660	NP_001651	ENST00000303436	ARF4	378	ENSG00000168374
Up_regulated	3.78	Refined ISG	ISG	ISG	Other	HGNC:26617	NM_152649	NP_689862	ENST00000308807	MLKL	197259	ENSG00000168404
Down_regulated (IRG)	-0.46	Refined nonISG	NonISG	Other	Other	HGNC:25539	NM_018124	NP_060594	ENST00000361070	RFWD3	55159	ENSG00000168411
Up_regulated	1.96	Refined ISG	Other	Other	Other	HGNC:10690	NM_004657	NP_004648	ENST00000304141	CAVIN2	8436	ENSG00000168497
Up_regulated	1.69	Refined ISG	Other	Other	Other	HGNC:10925	NM_004696	NP_004687	ENST00000369779	SLC16A4	9122	ENSG00000168679
Down_regulated (IRG)	-0.47	Refined nonISG	Other	Other	Other	HGNC:23783	NM_001136156	NP_001129628	ENST00000355898	ZNF507	22847	ENSG00000168813
Up_regulated	1.92	Refined ISG	Other	Other	Other	HGNC:12646	NM_006634	NP_006625	ENST00000306384	VAMP5	10791	ENSG00000168899
Not_differentially_expressed	-0.16	Refined nonISG	NonISG	Other	Other	HGNC:28355	NM_144598	NP_653199	ENST00000301981	LRRC28	123355	ENSG00000168904
Up_regulated	0.78	Refined ISG	ISG	ISG	NonISG	HGNC:2454	NM_022048	NP_071331	ENST00000303052	CSNK1G1	53944	ENSG00000169118
Down_regulated (IRG)	-0.51	Refined nonISG	Other	Other	Other	HGNC:11628	NM_005649	NP_005640	ENST00000335815	ZNF354A	6940	ENSG00000169131
Up_regulated	0.85	Refined ISG	Other	Other	Other	HGNC:17908	NM_014007	NP_054726	ENST00000373464	ZBTB43	23099	ENSG00000169155
Up_regulated	1.16	Refined ISG	ISG	ISG	Other	HGNC:9765	NM_001031677	NP_001026847	ENST00000303251	RAB24	53917	ENSG00000169228
Up_regulated	0.49	Refined ISG	ISG	Other	Other	HGNC:7943	NM_000906	NP_000897	ENST00000368680	NPR1	4881	ENSG00000169418
Up_regulated	0.76	Refined ISG	ISG	ISG	Other	HGNC:13518	NM_013943	NP_039234	ENST00000374379	CLIC4	25932	ENSG00000169504
Up_regulated	0.82	Refined ISG	ISG	ISG	Other	HGNC:7397	NM_001363555	NP_001350484	ENST00000330439	MT1E	4493	ENSG00000169715
Not_differentially_expressed	0.01	Refined nonISG	NonISG	Other	Other	HGNC:9974	NM_002917	NP_002908	ENST00000310496	RFNG	5986	ENSG00000169733
Down_regulated (IRG)	-1.59	Refined nonISG	NonISG	Other	NonISG	HGNC:29038	NM_015207	NP_056022	ENST00000375120	OTUD3	23252	ENSG00000169914
Not_differentially_expressed	-0.11	Refined nonISG	NonISG	Other	Other	HGNC:1104	NM_007371	NP_031397	ENST00000303407	BRD3	8019	ENSG00000169925
Up_regulated	2.49	Refined ISG	Other	Other	Other	HGNC:16700	NM_012082	NP_036214	ENST00000407775	ZFPM2	23414	ENSG00000169946
Down_regulated (IRG)	-0.49	Refined nonISG	NonISG	NonISG	NonISG	HGNC:26914	NM_153339	NP_699170	ENST00000379031	PUSL1	126789	ENSG00000169972
Not_differentially_expressed	-0.28	Refined nonISG	NonISG	Other	Other	HGNC:29616	NM_053051	NP_444279	ENST00000563694	CNTROB	116840	ENSG00000170037
Down_regulated (IRG)	-0.51	Refined nonISG	Other	Other	Other	HGNC:21680	NM_015191	NP_056006	ENST00000304987	SIK2	23235	ENSG00000170145
Up_regulated	2.16	Refined ISG	ISG	ISG	Other	HGNC:1961	NM_000747	NP_000738	ENST00000306071	CHRNB1	1140	ENSG00000170175
Up_regulated	0.91	Refined ISG	ISG	ISG	Other	HGNC:30925	NM_020233	NP_064618	ENST00000379774	ADPRM	56985	ENSG00000170222
Not_differentially_expressed	0.16	Refined nonISG	Other	NonISG	Other	HGNC:5247	NM_001541	NP_001532	ENST00000304298	HSPB2	3316	ENSG00000170276
Not_differentially_expressed	-0.29	Refined nonISG	NonISG	Other	NonISG	HGNC:3341	NM_004098	NP_004089	ENST00000553456	EMX2	2018	ENSG00000170370
