Description from OCISG 	Log2(Fold Change) from OCISG 	Type I IFN in human fibroblast cells(Main Label)	Type I IFN systems	Type II IFN systems	Type III IFN systems	HGNC ID	RefSeqAcc	RefSeq	Canonical transcript	Approved symbol	NCBI gene ID	Ensembl gene ID
Down_regulated (IRG)	-0.71	Refined nonISG	Other	Other	Other	HGNC:28767	NM_032740	NP_116129	ENST00000310981	SFT2D3	84826	ENSG00000173349
Not_differentially_expressed	-0.22	Refined nonISG	NonISG	Other	NonISG	HGNC:32068	NM_001032363	NP_001027535	ENST00000322753	MICOS10	440574	ENSG00000173436
Not_differentially_expressed	-0.08	Refined nonISG	NonISG	NonISG	NonISG	HGNC:14646	NM_032015	NP_114404	ENST00000311413	RNF26	79102	ENSG00000173456
Not_differentially_expressed	0.06	Refined nonISG	NonISG	Other	Other	HGNC:9057	NM_138689	NP_619634	ENST00000309318	PPP1R14B	26472	ENSG00000173457
Down_regulated (IRG)	-0.34	Refined nonISG	Other	Other	Other	HGNC:11104	NM_003074	NP_003065	ENST00000254480	SMARCC1	6599	ENSG00000173473
Up_regulated	0.8	Refined ISG	ISG	Other	Other	HGNC:7511	NM_033049	NP_149038	ENST00000616727	MUC13	56667	ENSG00000173702
Up_regulated	0.87	Refined ISG	ISG	ISG	Other	HGNC:29227	NM_020733	NP_065784	ENST00000311127	HEG1	57493	ENSG00000173706
Up_regulated	2.56	Refined ISG	ISG	ISG	Other	HGNC:2158	NM_033133	NP_149124	ENST00000393892	CNP	1267	ENSG00000173786
Up_regulated	1.36	Refined ISG	Other	Other	Other	HGNC:27265	NM_181713	NP_859064	ENST00000309033	UBXN2A	165324	ENSG00000173960
Up_regulated	1.55	Refined ISG	ISG	NonISG	NonISG	HGNC:1662	NM_001025109	NP_001020280	ENST00000310833	CD34	947	ENSG00000174059
Not_differentially_expressed	0.03	Refined nonISG	NonISG	Other	NonISG	HGNC:27558	NM_001272051	NP_001258980	ENST00000442039	C16orf91	283951	ENSG00000174109
Not_differentially_expressed	-0.18	Refined nonISG	Other	Other	Other	HGNC:23847	NM_001128833	NP_001122305	ENST00000380599	ZBTB4	57659	ENSG00000174282
Not_differentially_expressed	-0.1	Refined nonISG	Other	Other	Other	HGNC:28371	NM_152402	NP_689615	ENST00000310754	TRAM1L1	133022	ENSG00000174599
Up_regulated	1.43	Refined ISG	ISG	ISG	Other	HGNC:26813	NM_152400	NP_689613	ENST00000309733	FAM241A	132720	ENSG00000174749
Not_differentially_expressed	0.06	Refined nonISG	NonISG	ISG	Other	HGNC:18219	NM_020404	NP_065137	ENST00000311330	CD248	57124	ENSG00000174807
Up_regulated	5.35	Refined ISG	ISG	ISG	NonISG	HGNC:1121	NM_001729	NP_001720	ENST00000395743	BTC	685	ENSG00000174808
Not_differentially_expressed	-0.45	Refined nonISG	NonISG	Other	NonISG	HGNC:22234	NM_178863	NP_849194	ENST00000568000	KCTD13	253980	ENSG00000174943
Up_regulated	0.58	Refined ISG	ISG	ISG	NonISG	HGNC:882	NM_001184	NP_001175	ENST00000350721	ATR	545	ENSG00000175054
Down_regulated (IRG)	-0.75	Refined nonISG	NonISG	Other	Other	HGNC:18981	NM_152835	NP_690048	ENST00000374269	PDIK1L	149420	ENSG00000175087
Down_regulated (IRG)	-1.03	Refined nonISG	NonISG	Other	NonISG	HGNC:28308	NM_144635	NP_653236	ENST00000383847	FAM131A	131408	ENSG00000175182
Up_regulated	0.49	Refined ISG	ISG	ISG	NonISG	HGNC:2470	NM_001321	NP_001312	ENST00000311083	CSRP2	1466	ENSG00000175183
Not_differentially_expressed	0.1	Refined nonISG	NonISG	Other	NonISG	HGNC:23396	NM_001100876	NP_001094346	ENST00000372592	PHYHD1	254295	ENSG00000175287
Up_regulated	0.47	Refined ISG	ISG	Other	Other	HGNC:3019	NM_006442	NP_006433	ENST00000312515	DRAP1	10589	ENSG00000175550
Up_regulated	0.54	Refined ISG	ISG	ISG	Other	HGNC:24926	NM_006848	NP_006839	ENST00000312579	CCDC85B	11007	ENSG00000175602
Not_differentially_expressed	0.02	Refined nonISG	Other	Other	Other	HGNC:10437	NM_003952	NP_003943	ENST00000312629	RPS6KB2	6199	ENSG00000175634
Up_regulated	2.29	Refined ISG	ISG	ISG	Other	HGNC:28349	NM_152308	NP_689521	ENST00000312499	RMI2	116028	ENSG00000175643
Not_differentially_expressed	0.29	Refined nonISG	NonISG	NonISG	Other	HGNC:27339	NM_001355251	NP_001342180	ENST00000414416	MTLN	205251	ENSG00000175701
Up_regulated	1.04	Refined ISG	ISG	Other	Other	HGNC:20757	NM_024613	NP_078889	ENST00000315367	PLEKHF2	79666	ENSG00000175895
Not_differentially_expressed	-0.32	Refined nonISG	NonISG	Other	Other	HGNC:28185	NM_152288	NP_689501	ENST00000318663	ORAI3	93129	ENSG00000175938
Down_regulated (IRG)	-0.53	Refined nonISG	NonISG	Other	Other	HGNC:17978	NM_080605	NP_542172	ENST00000379198	B3GALT6	126792	ENSG00000176022
Down_regulated (IRG)	-1.04	Refined nonISG	NonISG	Other	NonISG	HGNC:33711	NM_203406	NP_981951	ENST00000316610	MBLAC2	153364	ENSG00000176055
Up_regulated	1.33	Refined ISG	ISG	Other	NonISG	HGNC:2485	NM_001326	NP_001317	ENST00000323959	CSTF3	1479	ENSG00000176102
Not_differentially_expressed	-0.23	Refined nonISG	NonISG	Other	NonISG	HGNC:20178	NM_001012643	NP_001012661	ENST00000322217	MYPOP	339344	ENSG00000176182
Down_regulated (IRG)	-1.06	Refined nonISG	Other	Other	Other	HGNC:20994	NM_181877	NP_870992	ENST00000546148	ZSCAN2	54993	ENSG00000176371
Not_differentially_expressed	0.49	Refined nonISG	NonISG	ISG	Other	HGNC:29104	NM_014867	NP_055682	ENST00000320248	KBTBD11	9920	ENSG00000176595
Not_differentially_expressed	-0.41	Refined nonISG	NonISG	NonISG	Other	HGNC:9716	NM_018663	NP_061133	ENST00000317479	PXMP2	5827	ENSG00000176894
Not_differentially_expressed	-0.14	Refined nonISG	NonISG	NonISG	Other	HGNC:9158	NM_006029	NP_006020	ENST00000316836	PNMA1	9240	ENSG00000176903
Down_regulated (IRG)	-0.61	Refined nonISG	NonISG	Other	Other	HGNC:25069	NM_001080469	NP_001073938	ENST00000317683	FBXO46	23403	ENSG00000177051
Down_regulated (IRG)	-0.38	Refined nonISG	Other	Other	Other	HGNC:12558	NM_003565	NP_003556	ENST00000321867	ULK1	8408	ENSG00000177169
Not_differentially_expressed	-0.03	Refined nonISG	NonISG	Other	Other	HGNC:10432	NM_004586	NP_004577	ENST00000379565	RPS6KA3	6197	ENSG00000177189
Not_differentially_expressed	-0.09	Refined nonISG	NonISG	Other	NonISG	HGNC:26616	NM_182612	NP_872418	ENST00000319863	GATD1	347862	ENSG00000177225
Not_differentially_expressed	-0.02	Refined nonISG	NonISG	Other	Other	HGNC:25760	NM_022903	NP_075054	ENST00000321895	CCDC71	64925	ENSG00000177352
Up_regulated	5.73	Refined ISG	Other	Other	Other	HGNC:1349	NM_152703	NP_689916	ENST00000318238	SAMD9L	219285	ENSG00000177409
Up_regulated	0.64	Refined ISG	Other	Other	Other	HGNC:19954	NM_001191061	NP_001177990	ENST00000628067	SLC25A22	79751	ENSG00000177542
Not_differentially_expressed	-0.27	Refined nonISG	NonISG	Other	Other	HGNC:16491	NM_145886	NP_665893	ENST00000347755	PIDD1	55367	ENSG00000177595
Up_regulated	0.74	Refined ISG	ISG	ISG	Other	HGNC:6204	NM_002228	NP_002219	ENST00000371222	JUN	3725	ENSG00000177606
Down_regulated (IRG)	-0.52	Refined nonISG	Other	Other	Other	HGNC:16736	NM_014594	NP_055409	ENST00000315475	ZNF354C	30832	ENSG00000177932
Not_differentially_expressed	0.09	Refined nonISG	NonISG	Other	Other	HGNC:17183	NM_024095	NP_077000	ENST00000317697	ASB8	140461	ENSG00000177981
Not_differentially_expressed	-0.05	Refined nonISG	NonISG	Other	Other	HGNC:19414	NM_173812	NP_776173	ENST00000324472	DPY19L2	283417	ENSG00000177990
Not_differentially_expressed	-0.01	Refined nonISG	NonISG	Other	Other	HGNC:33155	NM_207644	NP_997527	ENST00000318753	LRRC75B	388886	ENSG00000178026
Up_regulated	1.8	Refined ISG	ISG	ISG	Other	HGNC:21568	NM_153711	NP_714922	ENST00000368599	CALHM5	254228	ENSG00000178033
Up_regulated	0.39	Refined ISG	ISG	ISG	Other	HGNC:28496	NM_153705	NP_714916	ENST00000323468	POGLUT3	143888	ENSG00000178202
Not_differentially_expressed	-0.18	Refined nonISG	Other	Other	Other	HGNC:17197	NM_058230	NP_478137	ENST00000322434	ZNF354B	117608	ENSG00000178338
Not_differentially_expressed	0.26	Refined nonISG	NonISG	Other	NonISG	HGNC:31108	NM_206833	NP_996664	ENST00000318978	CTXN1	404217	ENSG00000178531
Not_differentially_expressed	-0.12	Refined nonISG	Other	Other	Other	HGNC:1421	NM_000387	NP_000378	ENST00000319017	SLC25A20	788	ENSG00000178537
Not_differentially_expressed	0.04	Refined nonISG	NonISG	Other	Other	HGNC:16913	NM_020248	NP_064633	ENST00000377263	CTNNBIP1	56998	ENSG00000178585
Not_differentially_expressed	-0.31	Refined nonISG	NonISG	NonISG	Other	HGNC:24695	NM_020447	NP_065180	ENST00000357635	FAM219B	57184	ENSG00000178761
Not_differentially_expressed	0.24	Refined nonISG	NonISG	Other	Other	HGNC:8149	NM_017570	NP_060040	ENST00000618853	OPLAH	26873	ENSG00000178814
Not_differentially_expressed	-0.02	Refined nonISG	NonISG	Other	Other	HGNC:26864	NM_152347	NP_689560	ENST00000331493	EFCAB13	124989	ENSG00000178852
Not_differentially_expressed	-0.03	Refined nonISG	NonISG	ISG	NonISG	HGNC:27051	NM_001365156	NP_001352085	ENST00000546355	RFLNA	144347	ENSG00000178882
Down_regulated (IRG)	-0.47	Refined nonISG	NonISG	Other	Other	HGNC:27120	NM_001172774	NP_001166245	ENST00000392250	DPY19L3	147991	ENSG00000178904
Not_differentially_expressed	-0.09	Refined nonISG	Other	Other	Other	HGNC:12420	NM_003321	NP_003312	ENST00000313511	TUFM	7284	ENSG00000178952
Not_differentially_expressed	0.07	Refined nonISG	Other	Other	Other	HGNC:19245	NM_001102575	NP_001096045	ENST00000381410	SNX18	112574	ENSG00000178996
Not_differentially_expressed	0.08	Refined nonISG	NonISG	Other	Other	HGNC:11390	NM_004217	NP_004208	ENST00000585124	AURKB	9212	ENSG00000178999
Up_regulated	1.51	Refined ISG	ISG	ISG	Other	HGNC:28384	NM_173824	NP_776185	ENST00000318887	C3orf38	285237	ENSG00000179021
Down_regulated (IRG)	-0.44	Refined nonISG	Other	Other	Other	HGNC:25406	NM_152437	NP_689650	ENST00000337815	ZNF664	144348	ENSG00000179195
Not_differentially_expressed	-0.38	Refined nonISG	NonISG	Other	Other	HGNC:28491	NM_001130957	NP_001124429	ENST00000366534	CATSPERE	257044	ENSG00000179397
Not_differentially_expressed	0.07	Refined nonISG	NonISG	Other	Other	HGNC:17166	NM_014344	NP_055159	ENST00000317811	FJX1	24147	ENSG00000179431
Not_differentially_expressed	-0.07	Refined nonISG	Other	Other	Other	HGNC:15525	NM_001282430	NP_001269359	ENST00000377566	LBX2	85474	ENSG00000179528
Up_regulated	2.37	Refined ISG	Other	Other	Other	HGNC:32550	NM_001137601	NP_001131073	ENST00000342537	ZBTB42	100128927	ENSG00000179627
Not_differentially_expressed	0.06	Refined nonISG	NonISG	Other	Other	HGNC:24966	NM_032272	NP_115648	ENST00000322428	MAF1	84232	ENSG00000179632
Not_differentially_expressed	-0.04	Refined nonISG	Other	Other	Other	HGNC:18336	NM_032862	NP_116251	ENST00000504548	TIGD5	84948	ENSG00000179886
Up_regulated	1.63	Refined ISG	Other	Other	Other	HGNC:22316	NM_147128	NP_667339	ENST00000323037	ZNRF2	223082	ENSG00000180233
Not_differentially_expressed	0.03	Refined nonISG	NonISG	Other	Other	HGNC:4844	NM_005335	NP_005326	ENST00000314583	HCLS1	3059	ENSG00000180353
Down_regulated (IRG)	-0.87	Refined nonISG	NonISG	ISG	NonISG	HGNC:25457	NM_152793	NP_690006	ENST00000324453	MTURN	222166	ENSG00000180354
Up_regulated	0.87	Refined ISG	ISG	ISG	Other	HGNC:8001	NM_003489	NP_003480	ENST00000318948	NRIP1	8204	ENSG00000180530
Down_regulated (IRG)	-0.4	Refined nonISG	Other	Other	Other	HGNC:29367	NM_033512	NP_277047	ENST00000322128	TSPYL5	85453	ENSG00000180543
Up_regulated	7.9	Refined ISG	Other	Other	Other	HGNC:11331	NM_001050	NP_001041	ENST00000357585	SSTR2	6752	ENSG00000180616
Up_regulated	2.61	Refined ISG	ISG	ISG	Other	HGNC:28264	NM_032373	NP_115749	ENST00000336126	PCGF5	84333	ENSG00000180628
Not_differentially_expressed	-0.44	Refined nonISG	Other	Other	Other	HGNC:12861	NM_153018	NP_694563	ENST00000318833	ZFP3	124961	ENSG00000180787
Up_regulated	0.84	Refined ISG	ISG	ISG	Other	HGNC:9226	NM_021129	NP_066952	ENST00000373232	PPA1	5464	ENSG00000180817
Not_differentially_expressed	-0.06	Refined nonISG	NonISG	NonISG	NonISG	HGNC:24797	NM_198488	NP_940890	ENST00000388913	FAM83H	286077	ENSG00000180921
Up_regulated	0.5	Refined ISG	ISG	ISG	Other	HGNC:9002	NM_012399	NP_036531	ENST00000335272	PITPNB	23760	ENSG00000180957
Not_differentially_expressed	0.16	Refined nonISG	NonISG	ISG	Other	HGNC:8831	NM_001135690	NP_001129162	ENST00000451791	PENK	5179	ENSG00000181195
Not_differentially_expressed	0.22	Refined nonISG	Other	Other	Other	HGNC:30477	NM_001098672	NP_001092142	ENST00000315765	HEPHL1	341208	ENSG00000181333
Up_regulated	0.67	Refined ISG	ISG	ISG	NonISG	HGNC:12385	NM_003311	NP_003302	ENST00000314222	PHLDA2	7262	ENSG00000181649
Down_regulated (IRG)	-0.5	Refined nonISG	NonISG	Other	Other	HGNC:9045	NM_002655	NP_002646	ENST00000316981	PLAG1	5324	ENSG00000181690
Up_regulated	0.9	Refined ISG	Other	Other	Other	HGNC:10858	NM_005067	NP_005058	ENST00000312960	SIAH2	6478	ENSG00000181788
Not_differentially_expressed	0.22	Refined nonISG	NonISG	ISG	Other	HGNC:2049	NM_001307	NP_001298	ENST00000360325	CLDN7	1366	ENSG00000181885
Not_differentially_expressed	-0.18	Refined nonISG	NonISG	Other	NonISG	HGNC:24604	NM_016565	NP_057649	ENST00000355693	COA4	51287	ENSG00000181924
Down_regulated (IRG)	-0.52	Refined nonISG	Other	Other	Other	HGNC:12790	NM_004627	NP_004618	ENST00000649170	GET1	7485	ENSG00000182093
Down_regulated (IRG)	-0.69	Refined nonISG	NonISG	ISG	Other	HGNC:23720	NM_194071	NP_919047	ENST00000330387	CREB3L2	64764	ENSG00000182158
Down_regulated (IRG)	-0.62	Refined nonISG	Other	Other	Other	HGNC:27561	NM_207346	NP_997229	ENST00000333213	TSEN54	283989	ENSG00000182173
Up_regulated	2.76	Refined ISG	Other	Other	Other	HGNC:12471	NM_003335	NP_003326	ENST00000333486	UBA7	7318	ENSG00000182179
Not_differentially_expressed	-0.14	Refined nonISG	NonISG	NonISG	NonISG	HGNC:14048	NM_016065	NP_057149	ENST00000372945	MRPS16	51021	ENSG00000182180
Down_regulated (IRG)	-0.52	Refined nonISG	NonISG	Other	Other	HGNC:26516	NM_144607	NP_653208	ENST00000332439	CYB5D1	124637	ENSG00000182224
Up_regulated	0.37	Refined ISG	ISG	ISG	Other	HGNC:1247	NM_001734	NP_001725	ENST00000360817	C1S	716	ENSG00000182326
Not_differentially_expressed	-0.13	Refined nonISG	Other	Other	Other	HGNC:23750	NM_152682	NP_689895	ENST00000326397	RWDD4	201965	ENSG00000182552
Up_regulated	0.97	Refined ISG	Other	Other	Other	HGNC:28850	NM_015516	NP_056331	ENST00000333090	TSKU	25987	ENSG00000182704
Not_differentially_expressed	-0.11	Refined nonISG	Other	Other	Other	HGNC:11307	NM_003139	NP_003130	ENST00000332118	SRPRA	6734	ENSG00000182934
Up_regulated	1.01	Refined ISG	Other	Other	Other	HGNC:23222	NM_001166271	NP_001159743	ENST00000382108	SPATA13	221178	ENSG00000182957
Not_differentially_expressed	-0.1	Refined nonISG	Other	Other	Other	HGNC:31930	NM_207404	NP_997287	ENST00000440367	ZNF662	389114	ENSG00000182983
Up_regulated	2.64	Refined ISG	ISG	ISG	Other	HGNC:19147	NM_152219	NP_689343	ENST00000578689	GJD3	125111	ENSG00000183153
Not_differentially_expressed	-0.15	Refined nonISG	Other	Other	Other	HGNC:27884	NM_181724	NP_859075	ENST00000392806	TMEM119	338773	ENSG00000183160
Not_differentially_expressed	0.16	Refined nonISG	Other	Other	Other	HGNC:25055	NM_033318	NP_201575	ENST00000331479	SMDT1	91689	ENSG00000183172
Not_differentially_expressed	0.1	Refined nonISG	NonISG	NonISG	Other	HGNC:26996	NM_001080503	NP_001073972	ENST00000458408	CCDC159	126075	ENSG00000183401
Up_regulated	7.72	Refined ISG	ISG	ISG	Other	HGNC:7533	NM_002463	NP_002454	ENST00000330714	MX2	4600	ENSG00000183486
Down_regulated (IRG)	-1.44	Refined nonISG	NonISG	Other	Other	HGNC:25297	NM_032246	NP_115622	ENST00000329713	MEX3B	84206	ENSG00000183496
Down_regulated (IRG)	-0.97	Refined nonISG	Other	Other	Other	HGNC:18126	NM_001206998	NP_001193927	ENST00000544604	ZNRF3	84133	ENSG00000183579
Not_differentially_expressed	0.2	Refined nonISG	NonISG	Other	Other	HGNC:16685	NM_172251	NP_758455	ENST00000330133	MRPL54	116541	ENSG00000183617
Not_differentially_expressed	0.25	Refined nonISG	NonISG	Other	Other	HGNC:9526	NM_002784	NP_002775	ENST00000270077	PSG9	5678	ENSG00000183668
Up_regulated	0.68	Refined ISG	Other	Other	Other	HGNC:12576	NM_003364	NP_003355	ENST00000395564	UPP1	7378	ENSG00000183696
Up_regulated	0.47	Refined ISG	Other	Other	Other	HGNC:30590	NM_014313	NP_055128	ENST00000374358	TMEM50A	23585	ENSG00000183726
Not_differentially_expressed	-0.07	Refined nonISG	NonISG	ISG	Other	HGNC:1556	NM_014292	NP_055107	ENST00000407418	CBX6	23466	ENSG00000183741
Down_regulated (IRG)	-0.87	Refined nonISG	Other	Other	Other	HGNC:33781	NM_001004318	NP_001004318	ENST00000331256	ACP7	390928	ENSG00000183760
Down_regulated (IRG)	-0.67	Refined nonISG	Other	Other	Other	HGNC:30764	NM_005879	NP_005870	ENST00000331456	TRAIP	10293	ENSG00000183763
Not_differentially_expressed	-0.29	Refined nonISG	NonISG	Other	Other	HGNC:1092	NM_023067	NP_075555	ENST00000648323	FOXL2	668	ENSG00000183770
Up_regulated	0.72	Refined ISG	ISG	ISG	Other	HGNC:24473	NM_198474	NP_940876	ENST00000329293	OLFML1	283298	ENSG00000183801
Not_differentially_expressed	0.1	Refined nonISG	NonISG	Other	NonISG	HGNC:20141	NM_177533	NP_803877	ENST00000392568	NUDT14	256281	ENSG00000183828
Down_regulated (IRG)	-0.91	Refined nonISG	NonISG	Other	Other	HGNC:32521	NM_001012301	NP_001012301	ENST00000328668	ARSI	340075	ENSG00000183876
Not_differentially_expressed	-0.05	Refined nonISG	NonISG	Other	Other	HGNC:24990	NM_001040431	NP_001035521	ENST00000328434	COA3	28958	ENSG00000183978
Up_regulated	1.36	Refined ISG	ISG	ISG	Other	HGNC:19344	NM_015213	NP_056028	ENST00000328194	DENND5A	23258	ENSG00000184014
Down_regulated (IRG)	-0.7	Refined nonISG	NonISG	NonISG	NonISG	HGNC:283	NM_000683	NP_000674	ENST00000330055	ADRA2C	152	ENSG00000184160
Not_differentially_expressed	-0.19	Refined nonISG	NonISG	Other	NonISG	HGNC:28666	NM_032359	NP_115735	ENST00000421999	CMSS1	84319	ENSG00000184220
Up_regulated	0.68	Refined ISG	ISG	ISG	NonISG	HGNC:33128	NM_001037161	NP_001032238	ENST00000311148	ACOT1	641371	ENSG00000184227
Up_regulated	1.45	Refined ISG	ISG	ISG	Other	HGNC:2432	NM_000757	NP_000748	ENST00000329608	CSF1	1435	ENSG00000184371
Down_regulated (IRG)	-0.8	Refined nonISG	Other	Other	Other	HGNC:15592	NM_198935	NP_945173	ENST00000331758	SS18L1	26039	ENSG00000184402
Not_differentially_expressed	-0.24	Refined nonISG	NonISG	ISG	Other	HGNC:6238	NM_012281	NP_036413	ENST00000331113	KCND2	3751	ENSG00000184408
Up_regulated	1.73	Refined ISG	ISG	ISG	Other	HGNC:8781	NM_002600	NP_002591	ENST00000341517	PDE4B	5142	ENSG00000184588
Not_differentially_expressed	-0.08	Refined nonISG	NonISG	Other	Other	HGNC:11957	NM_005120	NP_005111	ENST00000374080	MED12	9968	ENSG00000184634
Not_differentially_expressed	-0.15	Refined nonISG	Other	Other	Other	HGNC:7323	NM_001113491	NP_001106963	ENST00000427177	SEPTIN9	10801	ENSG00000184640
Up_regulated	0.6	Refined ISG	ISG	ISG	Other	HGNC:26837	NM_152424	NP_689637	ENST00000374869	AMER1	139285	ENSG00000184675
Down_regulated (IRG)	-0.46	Refined nonISG	Other	Other	Other	HGNC:9164	NM_002688	NP_002679	ENST00000455784	SEPTIN5	5413	ENSG00000184702
Up_regulated	1.44	Refined ISG	ISG	Other	Other	HGNC:29654	NM_001300783	NP_001287712	ENST00000407149	PRR16	51334	ENSG00000184838
Up_regulated	1.1	Refined ISG	ISG	Other	Other	HGNC:24790	NM_198557	NP_940959	ENST00000331426	RBM43	375287	ENSG00000184898
Up_regulated	7.71	Refined ISG	Other	Other	Other	HGNC:12616	NM_017414	NP_059110	ENST00000215794	USP18	11274	ENSG00000184979
Up_regulated	2.74	Refined ISG	Other	Other	Other	HGNC:28288	NM_145041	NP_659478	ENST00000612339	TMEM106A	113277	ENSG00000184988
Not_differentially_expressed	-0.06	Refined nonISG	NonISG	Other	Other	HGNC:2843	NM_012079	NP_036211	ENST00000528718	DGAT1	8694	ENSG00000185000
Up_regulated	2.53	Refined ISG	ISG	ISG	Other	HGNC:14914	NM_198584	NP_940986	ENST00000321764	CA13	377677	ENSG00000185015
Up_regulated	0.52	Refined ISG	ISG	ISG	Other	HGNC:6780	NM_012323	NP_036455	ENST00000338483	MAFF	23764	ENSG00000185022
Not_differentially_expressed	-0.42	Refined nonISG	NonISG	Other	Other	HGNC:30163	NM_005788	NP_005779	ENST00000331079	PRMT3	10196	ENSG00000185238
Down_regulated (IRG)	-1.18	Refined nonISG	Other	Other	Other	HGNC:13144	NM_003426	NP_003417	ENST00000400451	ZNF74	7625	ENSG00000185252
Not_differentially_expressed	-0.01	Refined nonISG	NonISG	NonISG	Other	HGNC:24913	NM_001029954	NP_001025125	ENST00000465530	CDNF	441549	ENSG00000185267
Not_differentially_expressed	-0.56	Refined nonISG	NonISG	Other	Other	HGNC:27106	NM_178493	NP_848588	ENST00000409678	NOTUM	147111	ENSG00000185269
Not_differentially_expressed	-0.44	Refined nonISG	Other	Other	Other	HGNC:26967	NM_001170633	NP_001164104	ENST00000543942	C12orf56	115749	ENSG00000185306
Not_differentially_expressed	-0.54	Refined nonISG	Other	Other	Other	HGNC:28279	NM_152362	NP_689575	ENST00000327473	TNFAIP8L1	126282	ENSG00000185361
Up_regulated	4.86	Refined ISG	ISG	ISG	Other	HGNC:6122	NM_001572	NP_001563	ENST00000525445	IRF7	3665	ENSG00000185507
Up_regulated	1.18	Refined ISG	ISG	Other	Other	HGNC:32480	NM_203370	NP_976248	ENST00000333323	INKA1	389119	ENSG00000185614
Up_regulated	1.38	Refined ISG	ISG	ISG	Other	HGNC:20763	NM_001330063	NP_001316992	ENST00000341657	ANKFY1	51479	ENSG00000185722
Up_regulated	9.5	Refined ISG	ISG	ISG	ISG	HGNC:5407	NM_001548	NP_001539	ENST00000371804	IFIT1	3434	ENSG00000185745
Up_regulated	1.66	Refined ISG	ISG	ISG	Other	HGNC:28589	NM_144970	NP_659407	ENST00000327877	CXorf38	159013	ENSG00000185753
Up_regulated	3.36	Refined ISG	Other	Other	Other	HGNC:17857	NM_182985	NP_892030	ENST00000329464	TRIM69	140691	ENSG00000185880
Not_differentially_expressed	0.52	Refined nonISG	NonISG	NonISG	Other	HGNC:26267	NM_032237	NP_115613	ENST00000331373	POMK	84197	ENSG00000185900
Down_regulated (IRG)	-0.52	Refined nonISG	NonISG	ISG	Other	HGNC:28557	NM_173546	NP_775817	ENST00000332780	KLHDC8B	200942	ENSG00000185909
Not_differentially_expressed	-0.15	Refined nonISG	NonISG	NonISG	Other	HGNC:17194	NM_015965	NP_057049	ENST00000507754	NDUFA13	51079	ENSG00000186010
Not_differentially_expressed	-0.37	Refined nonISG	Other	Other	Other	HGNC:29328	NM_020951	NP_066002	ENST00000591340	ZNF529	57711	ENSG00000186020
Not_differentially_expressed	-0.25	Refined nonISG	NonISG	NonISG	Other	HGNC:26618	NM_001012758	NP_001012776	ENST00000334513	NUDT17	200035	ENSG00000186364
Not_differentially_expressed	-0.14	Refined nonISG	Other	Other	Other	HGNC:23717	NM_001258280	NP_001245209	ENST00000620116	ZNF501	115560	ENSG00000186446
Up_regulated	0.84	Refined ISG	ISG	ISG	Other	HGNC:1139	NM_007047	NP_008978	ENST00000377708	BTN3A2	11118	ENSG00000186470
Not_differentially_expressed	0.08	Refined nonISG	Other	Other	Other	HGNC:14349	NM_144710	NP_653311	ENST00000397712	SEPTIN10	151011	ENSG00000186522
Not_differentially_expressed	-0.07	Refined nonISG	NonISG	Other	NonISG	HGNC:29066	NM_001002909	NP_001002909	ENST00000591680	GPATCH8	23131	ENSG00000186566
Up_regulated	0.67	Refined ISG	ISG	Other	NonISG	HGNC:31682	NM_181333	NP_851850	ENST00000336985	PRR5	55615	ENSG00000186654
Not_differentially_expressed	-0.27	Refined nonISG	NonISG	NonISG	Other	HGNC:33480	NM_001367502	NP_001354431	ENST00000664447	CYP27C1	339761	ENSG00000186684
Not_differentially_expressed	-0.45	Refined nonISG	Other	Other	Other	HGNC:33517	NM_001112734	NP_001106205	ENST00000333206	ZSCAN30	100101467	ENSG00000186814
Not_differentially_expressed	0.02	Refined nonISG	NonISG	Other	NonISG	HGNC:28749	NM_194326	NP_919307	ENST00000334678	RPS19BP1	91582	ENSG00000187051
Not_differentially_expressed	-0.53	Refined nonISG	NonISG	NonISG	Other	HGNC:33731	NM_001025266	NP_001020437	ENST00000335012	C3orf70	285382	ENSG00000187068
Up_regulated	2.44	Refined ISG	ISG	ISG	Other	HGNC:4203	NM_001490	NP_001481	ENST00000376730	GCNT1	2650	ENSG00000187210
Not_differentially_expressed	-0.05	Refined nonISG	NonISG	ISG	NonISG	HGNC:17069	NM_015033	NP_055848	ENST00000446176	FNBP1	23048	ENSG00000187239
Up_regulated	1.13	Refined ISG	Other	Other	Other	HGNC:24765	NM_198467	NP_940869	ENST00000334955	RSBN1L	222194	ENSG00000187257
Down_regulated (IRG)	-0.56	Refined nonISG	NonISG	ISG	NonISG	HGNC:3416	NM_000121	NP_000112	ENST00000222139	EPOR	2057	ENSG00000187266
Not_differentially_expressed	0.23	Refined nonISG	Other	ISG	Other	HGNC:18957	NM_012301	NP_036433	ENST00000354212	MAGI2	9863	ENSG00000187391
Not_differentially_expressed	0.22	Refined nonISG	NonISG	NonISG	Other	HGNC:29077	NM_014714	NP_055529	ENST00000426508	IFT140	9742	ENSG00000187535
Not_differentially_expressed	-0.42	Refined nonISG	NonISG	Other	Other	HGNC:21576	NM_198586	NP_940988	ENST00000340650	NHLRC1	378884	ENSG00000187566
Up_regulated	1.53	Refined ISG	ISG	ISG	Other	HGNC:25284	NM_032129	NP_115505	ENST00000379410	PLEKHN1	84069	ENSG00000187583
